Date,GOLD,BTC
2024-06-27,2324.5,61604.80078125
2024-06-28,2327.699951171875,60320.13671875
2024-07-01,2327.60009765625,62851.98046875
2024-07-02,2323.0,62029.015625
2024-07-03,2359.800048828125,60173.921875
2024-07-04,2359.800048828125,56977.703125
2024-07-05,2388.5,56662.375
2024-07-08,2355.199951171875,56705.09765625
2024-07-09,2360.10009765625,58009.2265625
2024-07-10,2372.199951171875,57742.49609375
2024-07-11,2415.0,57344.9140625
2024-07-12,2414.0,57899.46484375
2024-07-15,2422.89990234375,64870.15234375
2024-07-16,2462.39990234375,65097.1484375
2024-07-17,2454.800048828125,64118.79296875
2024-07-18,2451.800048828125,63974.06640625
2024-07-19,2395.5,66710.15625
2024-07-22,2392.0,67585.25
2024-07-23,2404.60009765625,65927.671875
2024-07-24,2413.300048828125,65372.1328125
2024-07-25,2351.89990234375,65777.2265625
2024-07-26,2380.0,67912.0625
2024-07-29,2377.300048828125,66819.9140625
2024-07-30,2405.0,66201.015625
2024-07-31,2426.5,64619.25
2024-08-01,2435.0,65357.5
2024-08-02,2425.699951171875,61415.06640625
2024-08-05,2401.699951171875,53991.45703125
2024-08-06,2389.10009765625,56034.31640625
2024-08-07,2390.5,55027.4609375
2024-08-08,2422.199951171875,61710.13671875
2024-08-09,2432.10009765625,60880.11328125
2024-08-12,2462.39990234375,59354.515625
2024-08-13,2466.699951171875,60609.56640625
2024-08-14,2439.39990234375,58737.26953125
2024-08-15,2453.10009765625,57560.09765625
2024-08-16,2498.60009765625,58894.10546875
2024-08-19,2501.800048828125,59493.453125
2024-08-20,2511.300048828125,59012.79296875
2024-08-21,2508.39990234375,61175.19140625
2024-08-22,2478.89990234375,60381.9140625
2024-08-23,2508.39990234375,64094.35546875
2024-08-26,2517.699951171875,62880.66015625
2024-08-27,2516.0,59504.1328125
2024-08-28,2501.0,59027.625
2024-08-29,2525.699951171875,59388.1796875
2024-08-30,2493.800048828125,59119.4765625
2024-09-02,2493.800048828125,59112.48046875
2024-09-03,2489.89990234375,57431.0234375
2024-09-04,2493.39990234375,57971.5390625
2024-09-05,2511.39990234375,56160.48828125
2024-09-06,2493.5,53948.75390625
2024-09-09,2501.800048828125,57019.53515625
2024-09-10,2512.300048828125,57648.7109375
2024-09-11,2512.10009765625,57343.171875
2024-09-12,2551.199951171875,58127.01171875
2024-09-13,2581.300048828125,60571.30078125
2024-09-16,2580.39990234375,58192.5078125
2024-09-17,2564.300048828125,60308.5390625
2024-09-18,2570.699951171875,61649.6796875
2024-09-19,2588.0,62940.45703125
2024-09-20,2619.89990234375,63192.9765625
2024-09-23,2626.5,63329.80078125
2024-09-24,2651.199951171875,64301.96875
2024-09-25,2659.199951171875,63143.14453125
2024-09-26,2669.89990234375,65181.01953125
2024-09-27,2644.300048828125,65790.6640625
2024-09-30,2636.10009765625,63329.5
2024-10-01,2667.300048828125,60837.0078125
2024-10-02,2647.10009765625,60632.78515625
2024-10-03,2657.10009765625,60759.40234375
2024-10-04,2645.800048828125,62067.4765625
2024-10-07,2644.800048828125,62236.66015625
2024-10-08,2615.0,62131.96875
2024-10-09,2606.0,60582.1015625
2024-10-10,2620.60009765625,60274.5
2024-10-11,2657.60009765625,62445.08984375
2024-10-14,2647.800048828125,66046.125
2024-10-15,2661.39990234375,67041.109375
2024-10-16,2674.0,67612.71875
2024-10-17,2691.0,67399.8359375
2024-10-18,2713.699951171875,68418.7890625
2024-10-21,2723.10009765625,67367.8515625
2024-10-22,2744.199951171875,67361.40625
2024-10-23,2714.39990234375,66432.1953125
2024-10-24,2734.89990234375,68161.0546875
2024-10-25,2740.89990234375,66642.4140625
2024-10-28,2742.89990234375,69907.7578125
2024-10-29,2768.39990234375,72720.4921875
2024-10-30,2788.5,72339.5390625
2024-10-31,2738.300048828125,70215.1875
2024-11-01,2738.60009765625,69482.46875
2024-11-04,2736.10009765625,67811.5078125
2024-11-05,2740.300048828125,69359.5625
2024-11-06,2667.60009765625,75639.078125
2024-11-07,2698.39990234375,75904.859375
2024-11-08,2687.5,76545.4765625
2024-11-11,2611.199951171875,88701.484375
2024-11-12,2600.0,87955.8125
2024-11-13,2580.800048828125,90584.1640625
2024-11-14,2568.199951171875,87250.4296875
2024-11-15,2565.699951171875,91066.0078125
2024-11-18,2610.60009765625,90542.640625
2024-11-19,2627.10009765625,92343.7890625
2024-11-20,2648.199951171875,94339.4921875
2024-11-21,2672.10009765625,98504.7265625
2024-11-22,2709.89990234375,98997.6640625
2024-11-25,2616.800048828125,93102.296875
2024-11-26,2620.300048828125,91985.3203125
2024-11-27,2639.89990234375,95962.53125
2024-11-28,2639.89990234375,95652.46875
2024-11-29,2657.0,97461.5234375
2024-12-02,2634.89990234375,95865.3046875
2024-12-03,2644.699951171875,96002.1640625
2024-12-04,2653.800048828125,98768.53125
2024-12-05,2626.60009765625,96593.5703125
2024-12-06,2638.60009765625,99920.7109375
2024-12-09,2664.89990234375,97432.71875
2024-12-10,2697.60009765625,96675.4296875
2024-12-11,2733.800048828125,101173.03125
2024-12-12,2687.5,100043.0
2024-12-13,2656.0,101459.2578125
2024-12-16,2651.39990234375,106029.71875
2024-12-17,2644.39990234375,106140.6015625
2024-12-18,2636.5,100041.5390625
2024-12-19,2592.199951171875,97490.953125
2024-12-20,2628.699951171875,97755.9296875
2024-12-23,2612.300048828125,94686.2421875
2024-12-24,2620.0,98676.09375
2024-12-25,2620.0,99299.1953125
2024-12-26,2638.800048828125,95795.515625
2024-12-27,2617.199951171875,94164.859375
2024-12-30,2606.10009765625,92643.2109375
2024-12-31,2629.199951171875,93429.203125
2025-01-01,2629.199951171875,93429.203125
